mag_x,mag_y,mag_z,mag_h,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,degree
18.375,-7.9375,-39.3125,44.11482,1.6817831,1.4997088,8.691374,-0.06600835,-0.12669346,0.045779984,-94.39892
19.0,-7.9375,-38.8125,43.936478,0.4748085,1.4885517,10.198284,-0.58768725,0.7122514,-0.53232545,-96.55479
18.625,-8.9375,-38.8125,43.967937,0.4428411,1.6114701,9.761879,-0.04045673,0.11604694,-0.08943067,-97.405785
19.8125,-11.6875,-37.5625,44.046272,0.2564573,1.5709411,9.803269,0.011711159,0.017034413,0.12243485,-105.28957
14.875,-10.9375,-39.9375,43.998844,0.19629581,1.5281231,10.2120075,0.27042133,0.29703757,0.134146,-107.56636
15.5625,-7.125,-40.9375,44.371567,-1.0036877,0.71946716,9.144922,-0.3768864,-0.4460887,0.5057092,-109.04408
13.9375,-9.1875,-41.3125,44.55768,-0.59074533,0.26595747,9.773352,-0.78358305,0.30129617,0.59407514,-125.152954
18.5,-15.75,-37.4375,44.63047,-0.1912584,0.9940821,10.928639,0.44821802,-0.37156314,-0.536584,-124.50675
19.0,-15.0625,-37.625,44.760693,2.0111294E-4,-1.322059,11.544678,0.93156946,0.6153682,-0.09368927,-135.36661
20.875,-13.125,-37.4375,44.828537,-0.57830507,0.079018235,8.238783,0.010646508,0.071331605,-0.084107414,-125.01626
20.9375,-11.5,-38.0,44.884617,0.24215913,1.447295,9.3513975,-0.1863139,0.29064968,0.058555797,-104.43169
20.0,-8.5625,-39.5,45.09508,-1.0847936,-0.38602194,11.546421,-0.1884432,0.018099064,0.04045673,-121.47475
21.625,-6.5,-38.9375,45.011326,-1.0914208,-0.64352316,8.677105,-0.26296875,-0.17247343,-0.27148595,-119.82769
20.5,-8.875,-38.9375,44.89036,-0.92195916,0.25318202,9.5088215,-0.30981338,0.19376646,-0.008517207,-115.08559
20.25,-6.0,-39.5,44.79188,-0.20083521,0.1472817,11.572498,0.5003859,-0.1362753,-0.32684782,-105.68376
20.0,-5.4375,-39.875,44.93976,0.3287718,-0.43609905,9.258703,-0.2597748,0.07878416,-0.16182692,-108.76607
18.25,-7.3125,-40.3125,44.85123,0.32089007,0.5578682,9.396035,0.018099064,0.103271134,-0.23422319,-104.16334
17.6875,-7.0625,-40.25,44.52852,0.11217314,-0.76848125,12.5607195,-0.054297194,-0.056426495,0.32684782,-117.757095
15.3125,-6.125,-41.25,44.424664,-0.65986115,-0.38863638,8.881914,-0.22144738,-0.0021293017,0.16182692,-123.09859
11.625,-8.0625,-41.75,44.08182,-0.2399852,0.9685503,9.795569,-0.20867157,-0.27893853,-0.0042586033,-110.15297
10.5625,-7.1875,-41.4375,43.362347,0.7167186,0.11077493,11.046731,0.28532642,-0.48654544,-0.50145054,-117.14658
11.75,-10.625,-39.8125,42.848434,0.3752959,-0.40173745,9.207687,-0.14798647,-0.067073,-0.011711159,-132.69269
12.9375,-10.625,-38.75,42.211754,0.4164283,0.9640876,9.783493,0.34388223,0.32791245,0.26722735,-115.12485
12.0,-7.8125,-38.9375,41.486916,-0.7369449,-0.20535547,10.565296,-0.134146,0.26722735,0.16608553,-132.81314
9.9375,-8.1875,-38.4375,40.536777,0.39426756,0.09553822,7.9303145,-0.34707618,-0.054297194,0.020228365,-123.15622
9.1875,-6.8125,-38.1875,39.863586,0.59255534,0.5961275,10.934607,0.1905725,-0.2597748,-0.28106782,-112.93714
9.375,-4.8125,-37.9375,39.37391,1.0580552,-1.8925973,13.077838,-0.22464132,-0.057491146,0.15650368,-129.0266
9.5625,-7.375,-36.5,38.44583,-0.029400798,0.25069207,6.6640496,-0.20334831,0.05003859,-0.14585717,-122.5294
8.1875,-4.625,-36.6875,37.87345,0.62831515,0.6969521,10.572757,0.3683692,0.1213702,0.071331605,-102.2241
7.5,-5.5625,-36.0625,37.25178,0.11558248,0.64705694,7.2662106,-0.46099383,-0.11285299,0.5717175,-106.25196
9.875,-6.4375,-34.875,36.81335,0.41430226,0.028548462,11.9637785,0.2491283,-0.18524924,-0.17566739,-119.846146
11.875,-6.4375,-33.875,36.468792,0.68978864,-1.4378618,10.55005,0.1905725,0.2491283,-0.18311994,-127.60534
12.4375,-5.4375,-33.5625,36.20358,0.31010658,1.0348027,6.5839205,0.06600835,0.20334831,-0.26935667,-91.07505
13.5625,-6.25,-32.875,36.10775,0.033126175,-0.22306299,11.240547,-0.14266321,0.15756832,0.10220648,-116.80137
12.875,-2.875,-33.375,35.887627,-0.42635944,-1.3566792,11.001749,-0.045779984,0.20441297,0.41095522,-121.14276
12.625,-3.125,-32.75,35.23803,-0.72517496,0.7138456,7.7536893,-0.60259235,-0.09794788,0.08091346,-90.16926
9.4375,-6.25,-33.125,35.005634,0.030061595,-0.23246741,12.318732,-0.023422318,-0.015969763,-0.0031939526,-125.83413
9.9375,-4.5,-32.75,34.519073,-0.115371786,-1.5602725,9.627784,0.49080405,-0.5632003,-0.18311994,-135.46173
9.5,-6.125,-32.5,34.409527,0.01226789,0.30056807,8.703565,-0.402438,0.13521066,0.2725506,-117.645744
7.4375,-9.4375,-31.875,34.06462,-0.6917902,-0.39845264,10.876389,0.1320167,0.027680922,0.1905725,-153.03102
11.375,-7.875,-31.125,34.061295,0.26456887,-2.0428286,10.90873,0.36091664,-0.2597748,0.50996774,-137.88951
13.875,-8.25,-29.75,33.847313,-0.6526977,-1.6621794,8.746814,-0.2991669,0.5025152,-0.201219,-139.93968
14.5,-6.625,-29.6875,33.697006,-0.019124884,-1.3617646,11.28665,0.0606851,0.31726596,-0.16821483,-125.04933
13.4375,-5.3125,-30.4375,33.69318,0.570634,-1.4328723,10.279313,-0.3204599,0.14159857,-0.055361845,-121.755226
11.5625,-3.3125,-31.6875,33.893387,0.416141,-0.36999035,10.718745,-0.033004176,-0.30449015,-0.4290543,-108.93984
11.75,-7.0,-31.375,34.226498,-0.39283103,-1.0038792,10.057218,-0.15650368,-0.40456733,-0.38859755,-133.90637
10.0,-7.6875,-32.1875,34.570694,0.0059663504,0.18134642,9.706534,0.52487284,0.06387905,0.22251202,-125.26426
8.375,-10.875,-31.9375,34.762196,0.331166,-0.23889345,10.48306,-0.07452556,-0.10114183,0.920923,-141.02576
6.6875,-11.5,-32.5,35.11727,0.2887599,-0.55142295,10.507701,0.31300735,-0.10220648,1.058263,-150.09692
4.8125,-10.9375,-33.125,35.21441,0.43397298,0.58565044,9.199174,0.0042586033,-0.0606851,0.6089803,-144.20103
5.125,-12.375,-32.75,35.38317,0.6099756,0.4945559,10.6160345,-0.09688323,-0.22144738,0.4631231,-147.2044
3.8125,-12.375,-33.3125,35.74071,-0.21307437,-0.93994445,11.293086,0.28106782,-0.14266321,-0.18524924,-168.0955
3.3125,-12.375,-33.375,35.74918,0.18583794,-0.80488276,8.691671,-0.02555162,-0.179926,0.55361843,-165.3446
1.4375,-13.625,-33.1875,35.904278,1.0127378,-0.1365078,10.208262,-0.042586032,0.0649437,0.80807,-161.4927
-1.5625,-14.625,-33.0,36.12938,-0.9358264,-0.2446108,9.849641,0.20547761,0.0649437,1.118948,163.13683
-3.8125,-14.875,-32.6875,36.114727,1.1099232,0.32204887,9.490625,0.09262462,0.035133477,1.3989512,-179.95746
-5.875,-13.5625,-33.0,36.158775,0.73954976,1.2096657,9.769961,0.057491146,-0.05003859,0.561071,160.24031
-6.625,-10.0625,-34.1875,36.24817,-0.85127276,-0.45834598,10.911747,-0.1298874,-0.13840461,0.14159857,141.0445
-8.0,-9.625,-34.125,36.347713,0.0014748282,-0.26419538,7.9696746,-0.5089031,0.1256288,0.3939208,143.36656
-8.5,-9.3125,-34.25,36.497055,0.8421078,0.40386352,9.423377,0.033004176,0.1362753,0.59301054,145.2749
-7.5,-7.75,-34.9375,36.56421,-0.8903653,-0.34627816,11.3911705,0.09688323,0.24593434,0.64517844,130.73465
-8.5625,-9.3125,-34.4375,36.687607,0.046227247,0.7566923,8.482953,-0.055361845,0.493998,0.78464764,126.56593
-9.5625,-10.3125,-34.0625,36.851635,-0.049234364,1.1523772,9.996357,0.21293017,-0.07984881,-0.20547761,123.125854
-11.5625,-8.75,-34.1875,37.135414,-0.9190574,-1.0385185,12.689537,0.16608553,-0.033004176,-0.19802506,129.21834
-13.3125,-10.875,-33.3125,37.486145,-0.4812154,-0.4333122,7.4662223,-0.27148595,-0.17779669,-0.26722735,129.52635
-13.25,-11.875,-33.25,37.71128,-0.21348618,-0.4185735,7.2155304,0.20547761,-0.1884432,-0.2991669,134.0353
-15.3125,-11.4375,-32.625,37.811104,0.42582315,2.6338613,10.371231,0.31407198,0.268292,0.39498547,101.79076
-14.8125,-12.0625,-32.75,37.914066,-0.19632454,2.17881,8.156155,-0.16927949,-0.2725506,-0.059620447,101.9414
-12.75,-2.4375,-35.6875,37.975014,-3.0974169,-0.8963125,10.693932,-0.11498229,-0.087301366,-0.47589892,102.449776
-9.875,-4.9375,-36.1875,37.83424,0.39398026,0.3547249,8.344013,-1.6278511,0.35772267,0.033004176,112.50501
-14.3125,0.5625,-34.9375,37.759674,-0.10934798,-0.09053913,13.920559,0.35772267,0.47589892,0.20654227,88.680405
-13.25,-1.6875,-35.1875,37.637352,0.3108344,-0.7089806,11.391573,-0.71544534,-0.69415236,0.50357985,107.573235
-16.5625,-3.75,-33.375,37.446888,-0.2211189,0.3493619,7.45834,-0.20228367,0.17353809,-0.649437,97.17503
-15.6875,-7.625,-33.0625,37.381374,-1.6007633,0.37344757,6.5908446,0.12456415,-0.5887519,0.28639108,104.70991
-16.125,-9.875,-32.5,37.60028,0.84247166,1.420997,9.950752,0.5802347,0.09581858,0.56639427,110.65255
-16.625,-14.9375,-30.5625,37.862724,1.8264023,-0.39628828,11.700617,-0.3374943,-0.38220966,-0.79848814,143.83698
-13.9375,-15.5625,-31.875,38.111164,1.106265,0.503357,8.591027,0.18524924,-0.49506265,-0.7708072,144.35402
-13.9375,-16.0,-31.9375,38.34394,0.2994093,-0.14064498,13.294179,0.14585717,0.43118358,0.21931808,141.03625
-14.3125,-18.1875,-30.875,38.586246,-0.19614258,0.7051498,8.295373,0.054297194,-0.21293017,-0.15330972,135.93472
-17.0625,-15.125,-31.625,38.98763,-2.7257986,-1.9905488,16.774591,0.34601152,-0.40776128,-0.23741713,129.91907
-18.0625,-15.5625,-31.0625,39.157684,-1.1691941,0.72964734,2.7763066,-0.18950784,-0.54190725,0.28426176,109.27322
-20.3125,-7.5625,-32.875,39.377083,-0.042808328,1.8044332,13.95607,0.33855897,-0.25658086,0.35346407,99.16289
-15.0625,-5.25,-36.125,39.48996,-1.1714637,-0.17968005,14.153295,-1.0987197,-0.47483426,0.21825342,107.54857
-12.0625,-5.1875,-37.375,39.614452,-0.34888306,1.7264205,3.5994236,-0.38646826,0.6866998,0.17353809,55.21597
-13.3125,-5.25,-36.9375,39.612675,0.7215262,-0.7185287,13.328004,-0.15543902,0.35772267,-0.0031939526,122.74182
-9.9375,-6.9375,-37.9375,39.826332,-0.50331867,1.1322753,6.434656,-0.04152138,-0.19802506,0.42586035,91.92212
-9.125,-9.3125,-37.9375,40.11536,-0.072458126,1.154532,10.06801,0.036198128,0.3939208,0.02448697,117.71687
-8.5625,-8.9375,-38.6875,40.619183,-0.30120972,-0.5128189,12.637248,0.1884432,0.044715334,-0.033004176,137.88853
-7.0625,-9.3125,-38.6875,40.414406,-0.46246397,-0.42072827,7.6377144,-0.23635249,0.0010646508,-0.105400436,140.51678
-13.75,-10.4375,-36.75,40.602543,0.8330385,-0.39188293,9.643261,-0.23848179,0.13095206,-0.36304593,138.61699
-10.875,-14.125,-36.3125,40.45218,-2.2308118,-1.6153871,11.06555,-0.22464132,-1.0369699,-0.34068826,136.38518
-10.5625,-7.875,-38.0625,40.278233,-0.1706204,0.05393658,9.792352,0.36198127,0.3247185,-0.28106782,124.334206
-10.125,-7.625,-38.0625,40.117455,0.32461545,0.46214798,9.734987,-0.8666258,0.1298874,0.54935986,123.22576
-10.5625,-6.0625,-38.1875,40.082485,0.047280695,-0.26049873,10.909305,-0.17886133,-0.053232543,-0.031939525,123.850716
-11.1875,-7.9375,-37.875,40.282497,-0.8040782,-0.8267562,9.668773,-0.30129617,-0.0010646508,0.1990897,127.67961
-7.5625,-8.125,-38.6875,40.24835,0.7091721,-0.3486724,8.613246,0.22889993,-0.046844635,0.43863615,155.77997
-9.5,-9.375,-37.6875,39.9811,-0.25206155,0.82242745,11.317266,-0.10859439,0.5525538,0.45247662,122.69748
-7.0625,-11.1875,-38.1875,40.414406,-0.19567332,-1.7488877,10.008089,-0.007452556,-0.30129617,0.103271134,156.03838
-11.375,-10.125,-37.75,40.70588,-1.168064,-0.86216164,8.730274,0.08836602,0.2725506,-0.27893853,129.82155
-13.6875,-9.1875,-37.5625,41.020718,0.7903068,0.28639442,8.459002,0.008517207,-0.26296875,0.93902206,127.865746
-12.25,-8.75,-38.25,41.10581,1.1987767,-0.64007545,12.325484,-0.17886133,-0.25658086,0.32365385,141.73831
-13.375,-7.8125,-38.25,41.267277,0.4255167,-1.1122695,9.607519,-0.27574456,-0.02448697,-0.89643604,136.31793
-9.3125,-8.375,-39.625,41.557236,1.3719926,0.14570154,9.012925,-0.37901568,-0.29810223,-0.8336216,157.2271
-6.4375,-10.375,-39.9375,41.762257,1.7045088,-0.7282874,12.30385,-0.035133477,0.493998,-0.28319713,175.97115
-5.8125,-13.5,-39.25,41.911785,0.051714756,-1.9083033,9.267113,0.24167573,0.3981794,-0.06387905,165.18336
-5.25,-16.125,-38.9375,42.470074,-0.44158655,0.120715655,8.161767,0.37901568,-0.036198128,-0.4854808,154.71823
-2.3125,-17.625,-38.5625,42.46239,-0.2738871,0.8378748,11.159834,0.3726278,0.084107414,-0.08091346,167.49905
-2.375,-17.625,-38.625,42.522606,0.020417752,-0.5624842,10.702503,0.24806364,0.43224823,0.13308136,173.31287
-3.5625,-17.5625,-38.6875,42.63632,0.09755893,0.2850345,7.236886,-0.02448697,-0.1948311,-0.45779985,169.25587
-4.9375,-16.6875,-39.0625,42.763657,-0.3829861,0.11030567,12.327074,-0.019163715,0.03832743,0.09049532,159.37935
-7.875,-15.6875,-38.9375,42.711147,-0.670817,-0.21934718,9.81798,-0.09155997,0.08091346,0.53019613,147.56044
-6.4375,-15.3125,-39.125,42.505054,-0.09481996,1.3978882,7.48551,-0.14053391,-0.31513664,0.09688323,138.682
-7.1875,-15.1875,-38.8125,42.293385,0.8303475,-0.7211527,12.760789,0.007452556,0.1927018,0.01277581,165.00694
-6.9375,-15.0,-38.6875,42.069603,-0.23745692,-0.48834056,9.114764,-0.013840461,-0.21612412,-0.30023155,155.00528
-4.125,-13.75,-38.8125,41.38222,-0.12154883,-0.06961381,8.826914,-0.042586032,0.11178834,-0.029810224,161.66061
-5.0,-12.5,-38.875,41.140194,-0.97309935,-0.50207365,12.903291,-0.13308136,0.5738468,0.35452873,150.49887
-7.0625,-11.3125,-38.5625,40.803406,-1.2402155,-0.05690539,7.6055455,-0.1841846,0.0628144,0.14585717,131.32158
-8.0,-14.5625,-37.0625,40.61644,-0.27551517,1.0159748,9.32756,-0.16182692,-0.16395622,0.16927949,139.09496
-8.3125,-12.0625,-37.75,40.492767,-1.8710303,0.0713951,12.512002,0.4375715,-0.19163716,-0.25445154,130.66457
-9.9375,-11.4375,-37.5,40.445274,0.4595814,0.20793162,6.7409997,-0.34068826,0.014905112,0.015969763,144.33365
-10.375,-13.4375,-36.6875,40.424988,0.37816894,0.52466536,11.308839,-0.118176244,-0.14372787,0.010646508,142.01443
-13.9375,-13.125,-35.5,40.333233,-0.94554687,-1.6103017,12.586145,0.34920546,0.07878416,0.21080087,136.36716
-13.0,-16.5,-34.25,40.17851,-0.031546,0.8335174,5.933416,0.08943067,-0.41521382,0.31726596,131.3101
-10.1875,-14.3125,-36.5,40.507812,-0.50700575,0.990826,12.683082,0.48228684,-0.07665486,-0.25658086,134.56647
-9.875,-14.9375,-36.4375,40.599705,0.48350424,-1.0630735,9.090382,-0.25445154,0.33855897,0.030874874,157.48257
-8.0,-15.125,-37.125,40.87825,0.50918925,0.2346222,7.1034813,-0.04045673,-0.15437438,-0.29171434,159.00854
-6.9375,-14.9375,-37.5625,41.01462,-0.86226696,-0.5680962,14.457713,0.009581857,0.16502088,-0.13946927,150.78052
-8.0625,-16.125,-37.0625,41.214664,-0.11096646,-1.0556514,10.731023,0.134146,0.33110642,0.6089803,156.7611
-5.875,-15.5,-37.9375,41.40072,-0.16674179,1.2376586,7.152764,0.2448697,-0.22889993,0.006387905,142.57864
-9.1875,-18.3125,-36.125,41.53039,0.24299233,0.037205894,13.283797,-0.015969763,0.2427404,-0.24593434,154.9137
-10.1875,-15.0,-37.5625,41.71003,-0.216206,-0.29174784,8.64937,0.3119427,-0.6984109,-0.38008034,145.60611
-8.9375,-14.125,-38.3125,41.800026,0.20417751,1.050978,8.540788,-0.3726278,-0.05003859,0.23741713,139.27986
-8.0625,-13.4375,-38.75,41.798717,-0.76100177,-0.32623392,11.186907,-0.1277581,0.29703757,0.17140879,143.71802
-6.6875,-12.1875,-39.75,42.11081,0.14666879,0.4327759,7.5041366,-0.03939208,0.23741713,0.20760691,149.09492
-7.6875,-13.4375,-39.25,42.19273,-0.5210836,1.3635553,9.4674015,-0.15650368,0.1841846,-0.15863298,128.35973
-7.625,-12.75,-39.5,42.20134,0.6995378,-1.5656546,12.605893,0.15969762,-0.15650368,-0.36623988,162.83174
-10.4375,-14.625,-38.3125,42.31642,0.58449167,0.4994592,7.225155,0.01277581,0.12243485,0.14585717,148.43953
-10.9375,-14.875,-38.0625,42.304237,-0.1858954,0.52388006,11.2545395,0.19376646,-0.37475708,-0.26083946,138.55768
-11.125,-12.5625,-38.6875,42.16995,-0.009193734,0.31695402,9.796633,0.17460273,0.0606851,0.33642966,135.36711
-11.3125,-13.5,-38.25,42.110394,-0.7319745,1.9014654,6.7980294,-0.35772267,0.07452556,-0.015969763,101.57142
-14.0,-15.3125,-36.5,41.98479,0.3557305,0.26267266,13.365631,0.15330972,0.06174975,0.10646509,138.23724
-12.125,-14.9375,-37.3125,41.980556,-0.32916442,0.2788383,8.944593,0.21931808,-0.57704073,-0.30023155,135.61789
-10.8125,-15.5,-37.0625,41.602753,-0.47077668,1.2914994,7.8787813,-0.07771951,0.16182692,-0.25232226,125.93817
-10.75,-15.6875,-36.75,41.379013,-0.6251356,-0.12615527,12.077129,0.11072369,0.18311994,0.085172065,141.8122
-7.75,-13.5625,-38.0625,41.14314,-0.9567517,0.7391571,8.7279,0.0,-0.04045673,-0.04897394,131.29956
-9.9375,-13.3125,-37.25,40.786507,-0.7482072,1.660628,9.020241,-0.2597748,0.37901568,0.0606851,116.74757
-9.1875,-10.4375,-38.0,40.464203,-1.0633703,-0.29306942,12.52178,-0.027680922,-0.31833062,-0.043650683,132.40997
-9.4375,-10.0625,-37.875,40.309254,0.1832522,-0.020532673,8.113021,-0.3374943,0.1362753,0.08197811,139.81662
-8.5,-11.75,-37.25,39.973427,0.3831489,0.5331121,11.691289,-0.022357667,-0.09049532,-0.11178834,144.0449
-11.625,-9.9375,-36.625,39.68986,-0.08223604,-1.6644778,11.992049,0.3204599,0.1841846,0.22570598,141.38219
-11.25,-11.6875,-35.9375,39.42923,-0.456852,1.3657101,5.269398,-0.17353809,-0.37901568,0.179926,100.32796
-10.875,-12.625,-35.4375,39.15958,-0.27861804,0.71056074,12.806585,0.1841846,-0.0010646508,-0.15863298,132.4663
-10.5,-12.1875,-35.3125,38.804096,0.19453368,-0.59765023,10.829338,0.11178834,-0.13733996,-0.23315853,145.07109
-7.625,-14.0,-35.125,38.573387,-1.0033333,0.956474,7.295707,-0.118176244,-0.072396256,-0.1905725,127.69544
-10.0625,-12.5625,-34.5,38.06994,0.16994043,0.08136455,12.633877,0.3247185,0.34814084,-0.008517207,142.12389
-7.5,-9.6875,-35.6875,37.731888,-0.37191528,0.2983367,7.8739834,-0.0628144,-0.23528783,0.38433895,132.28902
-8.0625,-10.625,-34.875,37.338455,-0.37978742,1.4707102,8.880793,-0.44502404,0.35772267,0.14159857,116.9407
-8.0,-12.3125,-34.0625,37.092472,-1.2723745,0.7157322,11.509837,0.09794788,-0.22783528,-0.18950784,131.24748
-8.75,-12.4375,-33.5,36.789997,-0.50778145,0.07406703,8.681165,0.09581858,-0.14053391,-0.23422319,138.66966
-7.375,-14.875,-32.25,36.27284,-0.056369085,0.554545,10.27827,-0.120305546,-0.21931808,-0.1213702,150.07219
-8.5,-12.125,-32.75,35.94201,-1.7011473,-0.38004598,11.625104,0.34068826,0.25445154,0.31833062,134.9437
-6.6875,-13.375,-32.4375,35.718407,-0.64008504,1.449488,7.040543,-0.48228684,-0.11604694,0.5259375,125.063126
-7.125,-16.125,-30.5625,35.2824,-0.19742587,1.2942959,10.35883,0.005323254,0.201219,-0.14372787,147.78432
-5.375,-17.4375,-30.0625,35.1669,-0.2745862,-0.8105809,12.501162,0.25658086,-0.23209389,-0.15118042,162.67062
